
Invoices Entry :9:26:43 AM Tuesday, July 20, 2021
=====================================================================Invoices=====================================================================================
InvoiceNo  20217944929  | DocDate   7/9/2021 12:41:37 PM  | Currency Code  ZWL  | Customer Number   PR7441524099   |Reference    41102  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217844871  | DocDate   7/8/2021 5:16:10 PM  | Currency Code  ZWL  | Customer Number   PR423718151   |Reference    41037  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217844865  | DocDate   7/8/2021 3:29:03 PM  | Currency Code  ZWL  | Customer Number   PR66051527209   |Reference    41031  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB005
InvoiceNo  20217844861  | DocDate   7/8/2021 2:49:03 PM  | Currency Code  ZWL  | Customer Number   PR49141127116   |Reference    41027  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GG003
InvoiceNo  20217844853  | DocDate   7/8/2021 2:04:01 PM  | Currency Code  ZWL  | Customer Number   PR57266713816   |Reference    41019  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC007
InvoiceNo  20217844855  | DocDate   7/8/2021 2:00:32 PM  | Currency Code  ZWL  | Customer Number   PR299630454   |Reference    41021  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  20217244560  | DocDate   7/8/2021 1:22:04 PM  | Currency Code  ZWL  | Customer Number   PR6407144737   |Reference    40694  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GG002
InvoiceNo  20217844852  | DocDate   7/8/2021 1:15:05 PM  | Currency Code  ZWL  | Customer Number   PR41707727091   |Reference    41018  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GP005
InvoiceNo  20217144531  | DocDate   7/8/2021 1:05:45 PM  | Currency Code  ZWL  | Customer Number   PR6777541841   |Reference    40662  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GS003
InvoiceNo  20217844849  | DocDate   7/8/2021 12:56:11 PM  | Currency Code  ZWL  | Customer Number   PR5569627161   |Reference    41015  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  202163044474  | DocDate   7/8/2021 12:41:43 PM  | Currency Code  ZWL  | Customer Number   PR8390517119   |Reference    40588  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC010
InvoiceNo  202163044455  | DocDate   7/8/2021 12:21:16 PM  | Currency Code  USD  | Customer Number   PR91102026703   |Reference    40568  | SubTotal   750     |total   $750  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SS002
InvoiceNo  20217844842  | DocDate   7/8/2021 12:19:02 PM  | Currency Code  ZWL  | Customer Number   PR34314917411   |Reference    41007  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GI001
InvoiceNo  20217844843  | DocDate   7/8/2021 11:42:07 AM  | Currency Code  ZWL  | Customer Number   PR39897827081   |Reference    41008  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GE001
InvoiceNo  20217844841  | DocDate   7/8/2021 11:28:42 AM  | Currency Code  ZWL  | Customer Number   PR65401627201   |Reference    41006  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SL001
InvoiceNo  202162644293  | DocDate   7/8/2021 11:28:32 AM  | Currency Code  ZWL  | Customer Number   PR55231125765   |Reference    40385  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC007
InvoiceNo  202142739459  | DocDate   7/8/2021 11:13:10 AM  | Currency Code  ZWL  | Customer Number   PR16431324688   |Reference    35515  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  ST003
InvoiceNo  20217144511  | DocDate   7/8/2021 11:04:18 AM  | Currency Code  USD  | Customer Number   PR1048995625   |Reference    40638  | SubTotal   100     |total   $100  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GV002
InvoiceNo  20217844814  | DocDate   7/8/2021 11:03:35 AM  | Currency Code  ZWL  | Customer Number   PR83558327183   |Reference    40977  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GV002
InvoiceNo  202163044477  | DocDate   7/8/2021 11:01:17 AM  | Currency Code  ZWL  | Customer Number   PR70271211169   |Reference    40592  | SubTotal   32000     |total   $32000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  20217844839  | DocDate   7/8/2021 10:58:35 AM  | Currency Code  ZWL  | Customer Number   PR9474027196   |Reference    41003  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217844838  | DocDate   7/8/2021 10:47:17 AM  | Currency Code  ZWL  | Customer Number   PR78819227146   |Reference    41002  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GH001
InvoiceNo  20217844808  | DocDate   7/8/2021 10:45:21 AM  | Currency Code  ZWL  | Customer Number   PR59648827167   |Reference    40971  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217844837  | DocDate   7/8/2021 10:43:19 AM  | Currency Code  ZWL  | Customer Number   PR2001226326   |Reference    41001  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GN005
InvoiceNo  202163044459  | DocDate   7/8/2021 10:31:56 AM  | Currency Code  ZWL  | Customer Number   PR13093126651   |Reference    40572  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GL003
InvoiceNo  202131735346  | DocDate   7/8/2021 10:26:54 AM  | Currency Code  ZWL  | Customer Number   PR6967642187   |Reference    39438  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GP005
InvoiceNo  20217544688  | DocDate   7/8/2021 10:19:44 AM  | Currency Code  ZWL  | Customer Number   PR73633827062   |Reference    40839  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP006
InvoiceNo  2021228575  | DocDate   7/8/2021 10:19:35 AM  | Currency Code  ZWL  | Customer Number   PR22991013391   |Reference    24901  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GE001
InvoiceNo  20217844834  | DocDate   7/8/2021 10:15:21 AM  | Currency Code  ZWL  | Customer Number   PR1455737499   |Reference    40998  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GE001
InvoiceNo  202162844342  | DocDate   7/8/2021 10:02:10 AM  | Currency Code  ZWL  | Customer Number   PR90092126906   |Reference    40439  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  202162844356  | DocDate   7/8/2021 10:00:53 AM  | Currency Code  ZWL  | Customer Number   PR78450626907   |Reference    40453  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GF004
InvoiceNo  202131134656  | DocDate   7/8/2021 9:58:55 AM  | Currency Code  ZWL  | Customer Number   PR90547611628   |Reference    40997  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GE001
InvoiceNo  202162844361  | DocDate   7/8/2021 9:56:31 AM  | Currency Code  ZWL  | Customer Number   PR81842810870   |Reference    40461  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB003
InvoiceNo  202163044466  | DocDate   7/8/2021 9:51:51 AM  | Currency Code  ZWL  | Customer Number   PR79141217907   |Reference    40580  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SI006
InvoiceNo  202162243989  | DocDate   7/8/2021 9:47:34 AM  | Currency Code  ZWL  | Customer Number   PR52197217113   |Reference    40076  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP003
InvoiceNo  20217844833  | DocDate   7/8/2021 9:31:35 AM  | Currency Code  ZWL  | Customer Number   PR49141127116   |Reference    40996  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SL001
InvoiceNo  202161843712  | DocDate   7/8/2021 9:26:57 AM  | Currency Code  ZWL  | Customer Number   PR367899801   |Reference    39820  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GG003
InvoiceNo  20217844830  | DocDate   7/8/2021 9:22:58 AM  | Currency Code  ZWL  | Customer Number   PR8605696032   |Reference    40993  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GF004
InvoiceNo  20217644721  | DocDate   7/8/2021 9:19:45 AM  | Currency Code  ZWL  | Customer Number   PR34270227007   |Reference    40873  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  202132836636  | DocDate   7/8/2021 9:16:43 AM  | Currency Code  ZWL  | Customer Number   PR72255823788   |Reference    32625  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GP004B
InvoiceNo  20217844821  | DocDate   7/8/2021 9:01:27 AM  | Currency Code  ZWL  | Customer Number   PR96361926901   |Reference    40984  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SS002
InvoiceNo  20217744772  | DocDate   7/8/2021 8:53:48 AM  | Currency Code  ZWL  | Customer Number   PR97584327126   |Reference    40929  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC006
InvoiceNo  202163044483  | DocDate   7/8/2021 8:43:30 AM  | Currency Code  ZWL  | Customer Number   PR8029026967   |Reference    40601  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217844826  | DocDate   7/8/2021 8:29:30 AM  | Currency Code  ZWL  | Customer Number   PR71415117039   |Reference    40989  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GE001
InvoiceNo  202163044486  | DocDate   7/8/2021 8:13:33 AM  | Currency Code  ZWL  | Customer Number   PR9133486648   |Reference    40606  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GS006
InvoiceNo  20217744778  | DocDate   7/8/2021 8:07:40 AM  | Currency Code  ZWL  | Customer Number   PR44005327132   |Reference    40938  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC005
InvoiceNo  20217744760  | DocDate   7/8/2021 8:04:14 AM  | Currency Code  ZWL  | Customer Number   PR92487111757   |Reference    40914  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC009
InvoiceNo  20217844816  | DocDate   7/8/2021 8:04:00 AM  | Currency Code  ZWL  | Customer Number   PR1769867156   |Reference    40979  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC007
InvoiceNo  20201219918  | DocDate   7/8/2021 8:03:26 AM  | Currency Code  ZWL  | Customer Number   PR22017814633   |Reference    14678  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SA001
InvoiceNo  20217844822  | DocDate   7/8/2021 8:01:57 AM  | Currency Code  ZWL  | Customer Number   PR9957336811   |Reference    40985  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GI001
InvoiceNo  2021123604  | DocDate   7/8/2021 7:54:08 AM  | Currency Code  ZWL  | Customer Number   PR12530113448   |Reference    20050  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  202132936702  | DocDate   7/8/2021 7:46:48 AM  | Currency Code  ZWL  | Customer Number   PR23194123609   |Reference    32693  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GS006
InvoiceNo  202121130507  | DocDate   7/8/2021 7:45:49 AM  | Currency Code  ZWL  | Customer Number   PR75362619010   |Reference    26600  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB004
InvoiceNo  20217844820  | DocDate   7/8/2021 7:28:12 AM  | Currency Code  ZWL  | Customer Number   PR96496327187   |Reference    40983  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP006
InvoiceNo  20217844818  | DocDate   7/8/2021 7:22:16 AM  | Currency Code  ZWL  | Customer Number   PR26207017609   |Reference    40981  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP006
InvoiceNo  20217244552  | DocDate   7/8/2021 7:12:01 AM  | Currency Code  ZWL  | Customer Number   PR8258226978   |Reference    40686  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB005
InvoiceNo  20217844813  | DocDate   7/8/2021 6:39:44 AM  | Currency Code  ZWL  | Customer Number   PR5443482266   |Reference    40976  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GG003
InvoiceNo  20217244595  | DocDate   7/8/2021 6:03:55 AM  | Currency Code  ZWL  | Customer Number   PR7715112594   |Reference    40734  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SM002
InvoiceNo  20217744798  | DocDate   7/8/2021 6:03:33 AM  | Currency Code  ZWL  | Customer Number   PR23607827166   |Reference    40961  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP006
InvoiceNo  20217844809  | DocDate   7/8/2021 5:38:58 AM  | Currency Code  ZWL  | Customer Number   PR42955911941   |Reference    40972  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP006
InvoiceNo  20217844810  | DocDate   7/8/2021 5:38:03 AM  | Currency Code  ZWL  | Customer Number   PR74211327084   |Reference    40973  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GM002
InvoiceNo  2021229373  | DocDate   7/8/2021 12:04:47 AM  | Currency Code  ZWL  | Customer Number   PR52403914556   |Reference    25610  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC006
InvoiceNo  20216242522  | DocDate   7/7/2021 9:01:31 PM  | Currency Code  ZWL  | Customer Number   PR71856323540   |Reference    38581  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SI002
InvoiceNo  20217744806  | DocDate   7/7/2021 8:24:19 PM  | Currency Code  ZWL  | Customer Number   PR5101921986   |Reference    40969  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
